"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_1_S1_R1_001.sorted.bam","Control_2_S2_R1_001.sorted.bam","Control_3_S3_R1_001.sorted.bam","Taf_1_S4_R1_001.sorted.bam","Taf_2_S5_R1_001.sorted.bam","Taf_3_S6_R1_001.sorted.bam"
"1","1",1175.83848624914,0.07209292585187,0.206964183527852,0.348335275326362,0.727588404837603,0.99941554011446,1114.722500236,1288.70811039972,1212.37990315915,978.257841349792,1346.39282040478,1114.56974194539
"2","2",423.334118927262,-0.0982159548669436,0.190499887841822,-0.515569620431984,0.606155032881547,0.99941554011446,418.15326457096,390.894314301308,417.22124041678,402.23118510412,448.282339744416,463.222369425989
"3","3",0.348255490483199,-1.60889804674492,4.00512440277392,-0.401709880879257,0.68789755183541,0.99941554011446,0,0,0,1.31663235713296,0.772900585766234,0
"4","4",2.00177890668833,-1.80112949119887,2.37524932876148,-0.758290706322617,0.448276969732078,0.99941554011446,0,1.38125199399755,1.3546144169376,0,9.27480702919481,0
"5","5",4.66946970240008,1.61020780140679,1.33250707101603,1.20840469550305,0.226891634566392,0.99941554011446,16.9378537547731,0,4.06384325081279,2.63326471426593,1.54580117153247,2.83605532301626
"6","6",0.109719363094414,-0.281171445618475,4.0804728567969,-0.0689065839882071,0.945063977713966,0.99941554011446,0,0,0,0.658316178566482,0,0
"7","7",1740.27213518111,0.168220195580683,0.382267340440473,0.440059031427714,0.659894353198191,0.99941554011446,0,0,0,0,0,0
"8","8",62.3942723934404,0.476400591263921,0.465245798055547,1.02397612886563,0.305846550076808,0.99941554011446,1358.20414796086,1882.64646781867,2283.87990695679,782.07962013698,2182.67125420384,1952.15141400952
"9","9",10.3023411220888,-0.0216799035077018,0.809911237148782,-0.0267682463377393,0.978644579889739,0.99941554011446,116.447744564065,49.725071783912,51.4753478436287,71.7564634637465,47.1469357317403,37.8140709735501
"10","10",2.97409211949718,-0.0170051279206568,1.25042960313309,-0.0135994284508689,0.989149560459109,0.99941554011446,12.7033903160798,15.1937719339731,2.70922883387519,7.2414779642313,15.4580117153247,8.50816596904878
"11","11",10.6003147416323,-0.375516642756022,0.880142142837012,-0.426654541896605,0.669630965117162,0.99941554011446,0,0,0,0,0,0
"12","12",0.839808725208336,-1.55222588086542,2.36738144236354,-0.655672065806054,0.512035145958067,0.99941554011446,2.11723171934663,4.14375598199266,2.70922883387519,3.29158089283241,4.6374035145974,0.945351774338753
"13","13",0.257633528588745,-1.16151082520006,4.04019932925678,-0.287488495131682,0.773738309867471,0.99941554011446,3.17584757901995,20.7187799099633,4.06384325081279,11.8496912141967,16.2309123010909,7.56281419471002
"14","14",1069.76029300541,0.281147866625211,0.324332061774161,0.866851908156338,0.386023156586682,0.99941554011446,0,0,0,0,0,0
"15","15",152.84840825639,0.170574789053557,0.238783694115677,0.714348564232041,0.47501166915218,0.99941554011446,1.05861585967332,0,0,1.31663235713296,0.772900585766234,1.89070354867751
"16","16",1270.16509725811,-0.0932616904566633,0.337951117154095,-0.275962071799097,0.782577197754719,0.99941554011446,0,0,0,0,1.54580117153247,0
"17","17",308.427741220432,-0.0107491370755157,0.225827118376422,-0.0475989648754157,0.962035857005972,0.99941554011446,935.816419951211,1064.94528737211,1519.87737580398,608.942465173996,1015.59136969683,1273.3888400343
"18","18",360.028971772573,-0.16254756307062,0.195935353722572,-0.829597925960694,0.406766149810961,0.99941554011446,0,0,0,0,0,0
"19","19",47.8366629365044,0.0666737435259028,0.36473622919187,0.182799892606306,0.854955032879298,0.99941554011446,173.613000986424,143.650207375746,167.972187700262,134.954816606129,152.261415395948,144.638821473829
"20","20",136.813854315308,-0.13125625798194,0.310332728249806,-0.422953320850786,0.672329318603454,0.99941554011446,780.199888579234,1500.03966548134,1407.44437919816,846.594605636495,1562.80498441932,1523.90706023407
"21","21",261.405743492792,-0.119099641987634,0.217795474308448,-0.54684167504308,0.584487508811598,0.99941554011446,293.236593129508,272.106642817518,356.263591654588,292.950699462084,289.064819076571,346.944101182322
"22","22",1218.15599265931,0.376151867683224,0.235750416731407,1.59555123124884,0.110589023232626,0.99941554011446,331.346764077748,342.550494511393,345.426676319087,391.698126247057,345.486561837506,403.665207642647
"23","23",1003.14843573052,0.157356164215907,0.243603923328471,0.645950861816501,0.518311178844499,0.99941554011446,48.6963295449725,48.3438197899144,50.1207334266911,58.5901398924169,42.5095322171429,38.7594227478889
"24","24",265.798653428636,0.376179741540184,0.237561944414249,1.58350169454844,0.113307160739277,0.99941554011446,173.613000986424,113.262663507799,104.305310104195,166.55399317732,121.345391965299,141.802766150813
"25","25",525.446044856403,0.369736981410119,0.211172978862218,1.75087259460103,0.0799678584064617,0.99941554011446,259.360885619962,263.819130853533,228.929836462454,286.367537676419,289.837719662338,240.119350682043
"26","26",596.25071061981,0.252117543456372,0.253214715473722,0.995667029006206,0.319411955022735,0.99941554011446,1758.36094291738,1118.81411513802,1250.3091068334,1109.26276088452,1080.51501890119,991.674011281352
"27","27",1106.72938598945,0.0520375557123228,0.280752987446187,0.185349962562008,0.852954552405706,0.99941554011446,901.940712441665,1106.38284719204,1164.96839856633,716.248002280332,1065.82990777164,1063.5207461311
"28","28",8.13821516904008,0.141746027318013,1.3924767704498,0.101794177343602,0.918920047449969,0.99941554011446,265.712580778002,367.413030403349,268.213654553644,232.385611033968,242.690783930597,218.376259872252
"29","29",326.747000514195,-0.0170156284297292,0.198891404000472,-0.0855523571530964,0.931822273015804,0.99941554011446,526.132082257638,598.082113400941,652.924148963922,395.648023318455,480.744164346597,499.145736850862
"30","30",467.894288050662,0.193139550158466,0.181180346851356,1.06600717746126,0.28642039736975,0.99941554011446,810.89974850976,537.307025665049,596.030343452543,645.808171173719,472.242257903169,515.21671701462
"31","31",441.520903493358,-0.00690616984629497,0.201766560379435,-0.0342285155345241,0.972694927750619,0.99941554011446,915.702718617418,1204.45173876587,1259.79140775196,734.680855280194,1246.68864484094,1279.06095068033
"32","32",527.819664374455,0.370596237653016,0.180711253507612,2.05076457862877,0.040289878590678,0.99941554011446,20.113701333793,2.76250398799511,2.70922883387519,20.4078015355609,0,2.83605532301626
"33","33",897.377129083993,0.156684261118716,0.271133632203646,0.577885745288257,0.563341259848235,0.99941554011446,295.353824848855,337.025486535403,342.717447485212,341.666096676004,322.29954426452,321.419603275176
"34","34",111.417111479567,0.0654530633817659,0.292251034136362,0.223961785371223,0.822787038784582,0.99941554011446,472.142673414299,512.444489773093,513.398864019349,444.363420532375,440.553333886753,424.4629466781
"35","35",348.434910156558,0.175624256687273,0.209504913764585,0.838282279548906,0.401872185800181,0.99941554011446,421.32911214998,451.6694020372,448.377372006345,389.723177711357,494.65637489039,443.369982164875
"36","36",376.575259440726,0.102409802521486,0.227031595515927,0.451081719655632,0.651930652330231,0.99941554011446,604.469655873463,564.932065545,616.349559706607,482.545758889231,438.234632129455,460.386314102973
"37","37",396.072462813341,-0.182324379006181,0.197914449747342,-0.921228233910846,0.356931280494591,0.99941554011446,1182.47391525509,678.194729052799,976.676994612007,911.109591136011,693.291825432312,942.515719015737
"38","38",190.790441812697,0.416066931025643,0.369725447749179,1.12534025872058,0.260444876116562,0.99941554011446,125.975287301125,104.975151543814,111.078382188883,136.271448963262,96.6125732207792,93.5898256595365
"39","39",398.747321316701,0.253924949624472,0.240786879878335,1.05456306320666,0.291625204339578,0.99941554011446,338.757075095461,407.469338229279,363.036663739276,306.117023033414,363.26327531013,311.966085531788
"40","40",363.762873505967,-0.032804855405116,0.360271309866122,-0.0910559750575377,0.927448114075836,0.99941554011446,324.995068919708,407.469338229279,437.540456670844,323.891559854709,360.944573552831,404.610559416986
"41","41",138.895509793984,-0.139904820616696,0.270147271594011,-0.517883522536368,0.604539539141936,0.99941554011446,0,0,0,0,0,0
"42","42",189.29352852776,-0.0752820097772183,0.280428597777806,-0.268453397313162,0.788350342203435,0.99941554011446,404.391258395207,335.644234541406,372.518964657839,422.638986639681,398.816702255377,442.424630390536
"43","43",160.142209191536,-0.10792915575152,0.23244785807482,-0.464315552939104,0.642421682594289,0.99941554011446,282.650434532775,167.131491273704,204.546776957577,237.6521404625,104.341579078442,148.420228571184
"44","44",417.001712345074,0.172025232134968,0.220921526786574,0.778671207994847,0.436173420750222,0.99941554011446,500.725301625478,401.944330253288,398.256638579653,424.613935175381,294.475123176935,372.468599089469
"45","45",9.59142372597806,-0.752658748156456,0.910566811170504,-0.826582672378469,0.408473641918177,0.99941554011446,446.735892782139,251.387862907555,380.646651159465,527.311259031752,229.551473972571,346.944101182322
"46","46",1647.59441840569,0.0978795901130922,0.232152039596248,0.421618480213749,0.673303515159458,0.99941554011446,134.444214178511,120.168923477787,142.234513778448,157.337566677389,163.854924182442,115.332916469328
"47","47",10.9235761648146,-0.21359705086686,0.665780928047093,-0.320821822717865,0.748345420740189,0.99941554011446,244.540263584536,154.700223327726,153.071429113948,206.052963891309,193.998047027325,183.398244221718
"48","48",321.844739253686,0.16837942694067,0.220117262372667,0.764953303187995,0.444299351683541,0.99941554011446,159.850994810671,145.031459369743,157.135272364761,157.337566677389,159.99042125361,181.507540673041
"49","49",21.1503294215901,1.0821899581319,0.484421684601735,2.23398330944168,0.025484171282934,0.99941554011446,393.805099798473,454.431906025195,478.178889178972,458.846376460838,350.89686593787,365.851136669097
"50","50",745.750291274145,-0.0599929633121349,0.253842491573402,-0.236339325777486,0.813169373554513,0.99941554011446,1.05861585967332,15.1937719339731,5.41845766775039,8.55811032136426,13.139309958026,14.1802766150813
"51","51",356.216606905703,0.308492736466918,0.243333038517377,1.2677799050493,0.204876560274213,0.99941554011446,1505.35175245545,1622.97109294713,1981.8008919797,1436.44590163206,1381.17334676426,1957.82352465556
"52","52",345.042489229317,-0.0348054692815831,0.217865362955185,-0.159756781938498,0.873072669741956,0.99941554011446,8.46892687738653,13.8125199399755,8.12768650162558,11.8496912141967,10.047707614961,13.2349248407425
"53","53",74.6138784208417,0.0825727454175616,0.50196915956038,0.164497646608166,0.869339399248028,0.99941554011446,317.584757901995,345.312998499389,358.972820488463,316.650081890478,255.057193302857,337.490583438935
"54","54",941.698929230718,0.129617977421633,0.262003627663879,0.494718254771337,0.620799013925325,0.99941554011446,27.5240123515062,29.0062918739486,29.8015171726271,15.1412721070291,13.139309958026,12.2895730664038
"55","55",918.450416009487,0.0722983064667467,0.197682815723541,0.365728837896844,0.714567425206543,0.99941554011446,923.113029635131,658.857201136833,608.221873204981,905.184745528912,661.602901415896,717.521996723113
"56","56",275.259454354248,0.251736598704821,0.211328635072933,1.19120912609852,0.233571497768974,0.99941554011446,435.091118325733,316.30670662544,430.767384586156,354.174104068767,268.196503260883,332.763824567241
"57","57",1129.80176111138,0.107987683096079,0.27427376447122,0.3937222479309,0.693786113920009,0.99941554011446,396.980947377493,292.825422727482,331.880532149711,337.057883426039,344.71366125174,366.796488443436
"58","58",7.38409539262374,0.174204923049131,0.98839000860265,0.176251197940998,0.860096600149647,0.99941554011446,25.4067806321596,109.118907525807,96.1776236025694,65.1733016780817,69.561052718961,82.2456043674715
"59","59",904.280979364128,0.137614775926466,0.235612101732291,0.584073461909135,0.559170888528572,0.99941554011446,1100.96049406025,762.45110068665,1087.75537680089,917.034436743109,694.837626603844,1087.15454048957
"60","60",70.0061379091912,0.304123475064416,0.48194958498865,0.631027569142067,0.528022498411667,0.99941554011446,873.358084230485,943.39511190033,1007.83312620157,791.954362815477,1022.54747496873,871.61433594033
"61","61",306.624575943168,0.115649867601128,0.273164893434209,0.423370170841449,0.672025204755151,0.99941554011446,306.998599305262,283.156658769499,307.497472644834,274.517846462223,224.141169872208,255.244979071463
"62","62",702.899859171545,-0.0702497319964339,0.207122968327462,-0.339169202545268,0.73448226845995,0.99941554011446,1508.52760003447,892.28878812242,1114.84766513964,1320.58225420436,881.879568359273,1060.68469080808
"63","63",878.568817542085,0.244832819625273,0.213237843152163,1.14816777362808,0.25089931017499,0.99941554011446,13.7620061757531,8.28751196398533,1.3546144169376,11.1913750356302,3.09160234306494,6.61746242037127
"64","64",673.915394367169,0.159765443160728,0.210580145785866,0.758691863207227,0.448036905453663,0.99941554011446,881.827011107872,1069.08904335411,891.336286344939,701.765046351869,1065.82990777164,815.838581254344
"65","65",278.127550889447,0.094367985409923,0.240279242363709,0.392742978884038,0.694509323526477,0.99941554011446,60.341104001379,44.2000638079217,127.333755192134,48.7153972139196,48.6927369032727,90.7537703365203
"66","66",34.0222760782818,0.116555267529361,0.434377650592288,0.268327036095054,0.788447597224183,0.99941554011446,374.750014324354,330.119226565415,251.958281550393,336.399567247472,321.526643678753,224.993722292623
"67","67",2.30198977841385,-0.872198891341966,1.47575855980401,-0.591017335151217,0.554508805933766,0.99941554011446,618.231662049216,661.619705124829,777.548675322181,691.231987494806,653.873895558234,814.893229480005
"68","68",6.27766232313094,0.0037934135838179,0.991768100341471,0.00382489977496938,0.99694817896422,0.99941554011446,1099.90187820058,779.026124614621,979.386223445882,867.660723350623,755.12387229361,790.314083347197
"69","69",169.628119719519,0.377102974387023,0.368780420665445,1.02256777544361,0.306512252276143,0.99941554011446,834.189297422573,595.319609412946,703.044882390613,610.259097531129,636.09718208561,664.582297360143
"70","70",946.519201398612,0.167575785920093,0.227462587036131,0.736718016371961,0.461293848301241,0.99941554011446,342.991538534154,258.294122877543,260.085968052019,306.117023033414,257.375895060156,243.900757779398
"71","71",216.323720220183,0.0593367577020818,0.241001847913464,0.246208725019352,0.805520661827805,0.99941554011446,24.3481647724863,48.3438197899144,33.8653604234399,31.5991765711911,34.7805263594805,31.1966085531788
"72","72",13.5360340583663,0.0826398170242297,0.650136215171748,0.127111542313327,0.898852116122724,0.99941554011446,2.11723171934663,2.76250398799511,0,3.94989707139889,3.09160234306494,1.89070354867751
"73","73",296.587254028194,0.0600604300120856,0.214523780552604,0.279970965724044,0.779499780440837,0.99941554011446,10.5861585967332,1.38125199399755,6.77307208468798,9.21642649993074,3.09160234306494,6.61746242037127
"74","74",74.4916583668426,-0.0611606244986705,0.53304443362475,-0.114738323187755,0.908652536995944,0.99941554011446,294.295208989182,135.36269541176,144.943742612323,176.428735855817,147.624011881351,119.114323566683
"75","75",3.21181983008638,1.98885117162771,1.33792981701339,1.48651382631366,0.137143262464668,0.99941554011446,1176.12222009705,774.882368632628,1052.53540196051,930.200760314439,820.82042208374,924.5540353033
