DHX40	NM_001166301
DHX8	NM_001302623
DHX9	NM_001357
DIAPH3	NM_001042517
DIO3	NM_001362
DIP2A	NM_001146115
DIP2B	NM_173602
DIS3L	NM_001143688
DIS3L2	NM_001257281
DISP1	NM_032890
DISP2	NM_033510
DISP3	NM_020780
DIXDC1	NM_001037954
DKK1	NM_012242
DLD	NM_000108
DLG1	NM_001098424
DLG5	NM_004747
DLGAP5	NM_001146015
DLL1	NM_005618
DLL4	NM_019074
DLX1	NM_001038493
DLX2	NM_004405
DLX4	NM_001934
DLX5	NM_005221
DMC1	NM_001278208
DMRTA2	NM_032110
DMXL1	NM_001290321
DMXL2	NM_001174116
DNA2	NM_001080449
DNAAF3	NM_001256714
DNAH14	NM_001145154
DNAJA1	NM_001314039
DNAJA2	NM_005880
DNAJA3	NM_001135110
DNAJB1	NM_001300914
DNAJB2	NM_001039550
DNAJB5	NM_001135004
DNAJB6	NM_005494
DNAJC1	NM_022365
DNAJC10	NM_001271581
DNAJC13	NM_001329126
DNAJC18	NM_152686
DNAJC19	NM_001190233
DNAJC21	NM_001012339
DNAJC25	NM_001015882
DNAJC27	NM_001198559
DNAJC28	NM_001040192
DNAJC3	NM_006260
DNAJC5	NM_025219
DNAJC8	NM_014280
DNAL1	NM_001201366
DNAL4	NM_005740
DNM3	NM_001136127
DNMT1	NM_001130823
DNMT3B	NM_001207055
DNTTIP2	NM_014597
DOCK5	NM_001322810
DOHH	NM_001145165
DOLPP1	NM_001135917
DPF1	NM_001135155
DPF3	NM_001280542
DPH1	NM_001383
DPH5	NM_001077394
DPP8	NM_001320875
DPP9	NM_139159
DPPA2	NM_138815
DPY19L1	NM_015283
DPY19L2	NM_173812
DPY19L3	NM_001172774
DPY19L4	NM_181787
DPY30	NM_001321209
DPYSL2	NM_001197293
DPYSL3	NM_001197294
DPYSL5	NM_001253723
DR1	NM_001938
DRAM1	NM_018370
DRG1	NM_004147
DSC2	NM_004949
DSC3	NM_001941
DSG2	NM_001943
DSN1	NM_001145315
DSP	NM_001008844
DSTN	NM_001011546
DSTYK	NM_015375
DTD1	NM_001318043
DTNA	NM_001128175
DTNB	NM_001256303
DTWD2	NM_001308081
DUSP1	NM_004417
DUSP10	NM_007207
DUSP11	NM_003584
DUSP12	NM_007240
DUSP13	NM_001007271
DUSP15	NM_001012644
DUSP16	NM_030640
DUSP18	NM_001304794
DUSP19	NM_001142314
DUSP2	NM_004418
DUSP22	NM_001286555
DUSP28	NM_001033575
DUSP3	NM_004090
DUSP4	NM_001394
DUSP5	NM_004419
DUSP6	NM_001946
DUSP7	NM_001947
DUSP9	NM_001318503
DUT	NM_001025248
DVL2	NM_004422
DYM	NM_001353210
DYNC1H1	NM_001376
DYNC1I2	NM_001271785
DYNC1LI1	NM_016141
DYNC1LI2	NM_001286157
DYNC2H1	NM_001080463
DYNC2LI1	NM_001193464
DYNLL2	NM_080677
DYNLRB1	NM_001281727
DYNLRB2	NM_001305017
DYRK1A	NM_001347723
DYRK2	NM_003583
DYRK3	NM_001004023
DZIP1L	NM_001170538
E2F2	NM_004091
E2F3	NM_001243076
E2F6	NM_001278275
E2F7	NM_203394
E2F8	NM_001256371
EAPP	NM_001318916
EBAG9	NM_001278938
EBF3	NM_001005463
EBPL	NM_001278636
ECE1	NM_001113347
ECH1	NM_001398
ECHS1	NM_004092
EDEM1	NM_014674
EDEM2	NM_001145025
EDEM3	NM_001319960
EED	NM_001308007
EEF1A1	NM_001402
EEF1A2	NM_001958
EEF1E1	NM_001135650
EEF2	NM_001961
EEF2K	NM_013302
EEFSEC	NM_021937
EEPD1	NM_030636
EFCAB6	NM_022785
EFEMP2	NM_016938
EFHD2	NM_024329
EFR3A	NM_001323553
EGFLAM	NM_001205301
EGLN2	NM_053046
EGLN3	NM_001308103
EGR1	NM_001964
EGR3	NM_001199880
EHD1	NM_001282444
EHD3	NM_014600
EHD4	NM_139265
EHHADH	NM_001166415
EI24	NM_001290135
EID2	NM_153232
EIF1	NM_005801
EIF1B	NM_005875
EIF2AK1	NM_001134335
EIF2AK2	NM_001135651
EIF2AK3	NM_001313915
EIF2B2	NM_014239
EIF2B3	NM_001166588
EIF2B5	NM_003907
EIF2S2	NM_001316363
EIF3B	NM_001037283
EIF3C	NM_001037808
EIF3CL	NM_001099661
EIF3D	NM_003753
EIF3E	NM_001568
EIF3F	NM_003754
EIF3H	NM_003756
EIF3L	NM_001242923
EIF4A3	NM_014740
EIF4B	NM_001300821
EIF4EBP1	NM_004095
EIF4EBP2	NM_004096
EIF4ENIF1	NM_001164501
EIF4G1	NM_001194946
EIF4G2	NM_001042559
EIF4G3	NM_001198801
EIF4H	NM_022170
EIF5	NM_001969
EIF5A2	NM_020390
ELAC1	NM_018696
ELAVL1	NM_001419
ELAVL2	NM_001171195
ELF3	NM_001114309
ELFN1	NM_001128636
ELK3	NM_001303511
ELL	NM_006532
ELL2	NM_012081
ELMO1	NM_001039459
ELMOD1	NM_001130037
ELMOD2	NM_153702
ELOF1	NM_032377
ELOVL4	NM_022726
ELOVL5	NM_001242828
ELOVL7	NM_001104558
ELP3	NM_001284220
EMB	NM_198449
EME1	NM_001166131
EME2	NM_001257370
EML1	NM_001008707
EML4	NM_001145076
EMP2	NM_001424
EMX1	NM_004097
EN2	NM_001427
ENAH	NM_001008493
ENDOD1	NM_015036
ENKD1	NM_032140
ENO1	NM_001201483
ENOSF1	NM_001126123
ENOX1	NM_001127615
ENPP1	NM_006208
ENPP4	NM_014936
ENPP5	NM_001290072
ENSA	NM_004436
ENTPD4	NM_001128930
ENTPD6	NM_001114089
EOMES	NM_001278182
EPAS1	NM_001430
EPB41L2	NM_001135554
EPB41L3	NM_001281533
EPB41L5	NM_001184937
EPC1	NM_001272004
EPC2	NM_015630
EPCAM	NM_002354
EPDR1	NM_001242946
EPHA2	NM_001329090
EPHA3	NM_005233
EPHA4	NM_001304536
EPHA7	NM_001288629
EPHB1	NM_004441
EPHB3	NM_004443
EPHB4	NM_004444
EPHX2	NM_001256482
EPHX4	NM_173567
EPN2	NM_001102664
EPRS	NM_004446
EPS15L1	NM_001258374
EPS8	NM_004447
ERAL1	NM_001317985
ERC1	NM_001301248
ERCC2	NM_000400
ERCC3	NM_000122
ERCC4	NM_005236
ERCC5	NM_000123
ERCC6	NM_000124
ERF	NM_001301035
ERGIC1	NM_001031711
ERGIC2	NM_016570
ERI1	NM_001354635
ERICH1	NM_001303100
ERLIN1	NM_001100626
ERLIN2	NM_001003790
ERMP1	NM_024896
ERN1	NM_001433
ERRFI1	NM_018948
ESCO1	NM_052911
ESD	NM_001984
ESF1	NM_001276380
ESYT1	NM_001184796
ESYT2	NM_020728
ESYT3	NM_001322831
ETAA1	NM_019002
ETF1	NM_001256302
ETFA	NM_000126
ETNK1	NM_001039481
ETNK2	NM_001297760
ETS2	NM_001256295
ETV5	NM_004454
EVI5L	NM_001159944
EXO1	NM_001319224
EXOC1	NM_001024924
EXOC2	NM_018303
EXOC4	NM_001037126
EXOC6B	NM_001321729
EXOG	NM_001145464
EXOSC10	NM_001001998
EXOSC2	NM_001282708
EXT1	NM_000127
EXTL3	NM_001440
EYA1	NM_000503
EYA2	NM_005244
EYA3	NM_001282560
EYA4	NM_001301012
EZH2	NM_001203247
F11R	NM_016946
F2RL1	NM_005242
F3	NM_001178096
FA2H	NM_024306
FAAH	NM_001441
FABP5	NM_001444
FADD	NM_003824
FADS2	NM_001281501
FAF1	NM_007051
FAF2	NM_014613
FAHD2A	NM_016044
FAHD2B	NM_001320848
FAIM	NM_001033030
FAM104B	NM_001166699
FAM110B	NM_147189
FAM111B	NM_001142703
FAM117A	NM_030802
FAM117B	NM_173511
FAM118A	NM_001104595
FAM120B	NM_001286379
FAM124A	NM_001242312
FAM126A	NM_032581
FAM129A	NM_052966
FAM133B	NM_001040057
FAM135A	NM_001105531
FAM136A	NM_032822
FAM149A	NM_001006655
FAM151B	NM_205548
FAM160A1	NM_001109977
FAM160B1	NM_001135051
FAM160B2	NM_022749
FAM161A	NM_001201543
FAM168A	NM_001286050
FAM171A1	NM_001010924
FAM171B	NM_177454
FAM172A	NM_001163417
FAM174A	NM_198507
FAM185A	NM_001145268
FAM193B	NM_001190946
FAM198A	NM_001129908
FAM200A	NM_145111
FAM200B	NM_001145191
FAM20B	NM_001324310
FAM20C	NM_020223
FAM24B	NM_001204364
FAM32A	NM_014077
FAM3C	NM_001040020
FAM43A	NM_153690
FAM45A	NM_001303111
FAM49B	NM_001256763
FAM53B	NM_014661
FAM76A	NM_001143912
FAM81A	NM_152450
FAM83B	NM_001010872
FAM83D	NM_030919
FAM86B1	NM_001083537
FAM86B2	NM_001137610
FAM89A	NM_198552
FAM8A1	NM_016255
FAM91A1	NM_001317917
FAM98A	NM_001304538
FAM98B	NM_173611
FANCL	NM_001114636
FAR1	NM_032228
FARSA	NM_004461
FARSB	NM_005687
FASN	NM_004104
FASTKD1	NM_001281476
FAT1	NM_005245
FATE1	NM_033085
FBN1	NM_000138
FBN2	NM_001999
FBXL12	NM_001316936
FBXL17	NM_001163315
FBXL18	NM_001321213
FBXL20	NM_001184906
FBXL21	NM_012159
FBXL3	NM_012158
FBXL4	NM_001278716
FBXL5	NM_001193534
FBXO16	NM_001258211
FBXO17	NM_024907
FBXO21	NM_015002
FBXO25	NM_012173
FBXO28	NM_001136115
FBXO3	NM_012175
FBXO30	NM_032145
FBXO32	NM_001242463
FBXO33	NM_203301
FBXO34	NM_017943
FBXO38	NM_001271723
FBXO4	NM_001297437
FBXO42	NM_018994
FBXO46	NM_001080469
FBXO5	NM_001142522
FBXO7	NM_001033024
FBXO9	NM_012347
FBXW11	NM_012300
FBXW2	NM_012164
FBXW8	NM_012174
FBXW9	NM_032301
FCHO2	NM_001146032
FCHSD2	NM_014824
FDFT1	NM_001287742
FDX1	NM_004109
FDXR	NM_001258012
FECH	NM_000140
FEM1A	NM_018708
FEM1B	NM_015322
FEM1C	NM_020177
FERMT2	NM_001134999
FFAR1	NM_005303
FGF3	NM_005247
FGF5	NM_001291812
FGF9	NM_002010
FGFR1	NM_001174063
FGFR1OP	NM_001278690
FGFR2	NM_000141
FGFR3	NM_000142
FGFR4	NM_001291980
FGGY	NM_001113411
FH	NM_000143
FHIT	NM_001166243
FHL3	NM_001243878
FHOD3	NM_001281739
FICD	NM_007076
FIGN	NM_018086
FIGNL1	NM_001042762
FITM2	NM_001080472
FJX1	NM_014344
FKBP1A	NM_000801
FKBP1B	NM_001322963
FKBP4	NM_002014
FKBP5	NM_001145775
FKBP9	NM_001284341
FKTN	NM_001079802
FLCN	NM_144606
FLNB	NM_001164317
FLT3	NM_004119
FLVCR2	NM_001195283
FLYWCH1	NM_001308068
FLYWCH2	NM_001142499
FMN2	NM_001305424
FN1	NM_001306129
FN3KRP	NM_024619
FNBP1	NM_015033
FNBP1L	NM_001024948
FNDC3A	NM_001079673
FNDC3B	NM_001135095
FNIP1	NM_001008738
FNTA	NM_002027
FOS	NM_005252
FOSB	NM_001114171
FOSL2	NM_005253
FOXA1	NM_004496
FOXC1	NM_001453
FOXD1	NM_004472
FOXF2	NM_001452
FOXG1	NM_005249
FOXI3	NM_001135649
FOXJ2	NM_018416
FOXJ3	NM_001198850
FOXK1	NM_001037165
FOXK2	NM_004514
FOXN2	NM_002158
FOXO1	NM_002015
FOXP1	NM_001012505
FOXP2	NM_001172766
FOXP4	NM_001012426
FOXQ1	NM_033260
FOXR1	NM_181721
FOXRED2	NM_001102371
FRAS1	NM_001166133
FRAT1	NM_005479
FREM2	NM_207361
FRG1	NM_004477
FRMD5	NM_001286490
FRS2	NM_001042555
FRY	NM_023037
FRYL	NM_015030
FSCN1	NM_003088
FSD1L	NM_001145313
FSHB	NM_000510
FSIP1	NM_001324338
FSTL1	NM_007085
FUBP1	NM_001303433
FUBP3	NM_003934
FUCA1	NM_000147
FUCA2	NM_032020
FUS	NM_001170634
FUT10	NM_032664
FUT4	NM_002033
FXR1	NM_001013438
FYN	NM_002037
FZD1	NM_003505
FZD3	NM_017412
FZD4	NM_012193
FZD5	NM_003468
FZD6	NM_001164615
G2E3	NM_001308097
G3BP1	NM_005754
G3BP2	NM_012297
GAB1	NM_002039
GABARAPL1	NM_031412
GABPB1	NM_001320910
GABPB2	NM_001323906
GAD1	NM_000817
GADD45A	NM_001199741
GADD45B	NM_015675
GALM	NM_138801
GALNT10	NM_198321
GALNT11	NM_001304514
GALNT12	NM_024642
GALNT14	NM_001253826
GALNT2	NM_001291866
GALNT3	NM_004482
GALNT6	NM_007210
GALNT7	NM_017423
GAN	NM_022041
GAPVD1	NM_001282679
GAR1	NM_018983
GARS	NM_001316772
GAS2L3	NM_001303130
GATA4	NM_001308093
GATA6	NM_005257
GATAD1	NM_021167
GATAD2A	NM_001300946
GATAD2B	NM_020699
GBA	NM_000157
GBE1	NM_000158
GBF1	NM_001199378
GBX1	NM_001098834
GBX2	NM_001301687
GCA	NM_012198
GCAT	NM_001171690
GCC1	NM_024523
GCC2	NM_181453
GCH1	NM_000161
GCHFR	NM_005258
GCLC	NM_001197115
GCLM	NM_001308253
GCNT2	NM_001491
GCSH	NM_004483
GDAP1	NM_001040875
GDF3	NM_020634
GDNF	NM_000514
GEM	NM_005261
GEMIN5	NM_001252156
GEMIN6	NM_024775
GEMIN7	NM_001007269
GFER	NM_005262
GFI1	NM_001127215
GFOD1	NM_001242628
GFOD2	NM_001243650
GFPT1	NM_001244710
GFPT2	NM_005110
GFRA1	NM_001145453
GGA1	NM_001001560
GGA2	NM_015044
GGCT	NM_001199815
GGCX	NM_000821
GGH	NM_003878
GHITM	NM_014394
GID4	NM_024052
GIMAP2	NM_015660
GIMAP7	NM_153236
GIN1	NM_001317954
GINS1	NM_021067
GINS3	NM_001126129
GINS4	NM_032336
GIPC1	NM_005716
GJA3	NM_021954
GK5	NM_001039547
GLB1	NM_000404
GLB1L2	NM_138342
GLB1L3	NM_001080407
GLCCI1	NM_138426
GLCE	NM_001324091
GLDC	NM_000170
GLE1	NM_001003722
GLG1	NM_001145666
GLI3	NM_000168
GLIPR1L2	NM_001270396
GLIPR2	NM_001287010
GLO1	NM_006708
GLRB	NM_000824
GLRX	NM_001118890
GLRX3	NM_001199868
GLS	NM_001256310
GLTP	NM_016433
GLUL	NM_001033044
GLYATL2	NM_145016
GLYCTK	NM_001144951
GM2A	NM_000405
GMCL1	NM_178439
GMDS	NM_001253846
GMEB1	NM_001319674
GMFB	NM_004124
GMNN	NM_001251989
GMPPA	NM_013335
GMPR	NM_006877
GMPS	NM_003875
GNA11	NM_002067
GNA12	NM_001282440
GNA13	NM_001282425
GNAI1	NM_001256414
GNAI2	NM_001166425
GNAI3	NM_006496
GNB1L	NM_053004
GNB4	NM_021629
GNG11	NM_004126
GNG12	NM_018841
GNG2	NM_001243773
GNG7	NM_052847
GNPDA1	NM_005471
GNPTAB	NM_024312
GNS	NM_002076
GOLGA3	NM_001172557
GOLGA4	NM_001172713
GOLGA5	NM_005113
GOLGA7	NM_001002296
GOLGA8A	NM_181077
GOLGA8B	NM_001023567
GOLGB1	NM_001256486
GOLPH3	NM_022130
GORAB	NM_001146039
GORASP2	NM_001201428
GOSR1	NM_001007024
GOSR2	NM_001012511
GOT1	NM_002079
GOT2	NM_001286220
GPAM	NM_001244949
GPANK1	NM_001199237
GPATCH8	NM_001002909
GPBP1	NM_001127235
GPC6	NM_005708
GPCPD1	NM_019593
GPD1L	NM_015141
GPER1	NM_001039966
GPHN	NM_001024218
GPI	NM_000175
GPM6A	NM_001261447
GPR107	NM_001136557
GPR108	NM_001080452
GPR137B	NM_003272
GPR155	NM_001033045
GPR157	NM_024980
GPR176	NM_001271854
GPR180	NM_180989
GPR19	NM_006143
GPR37	NM_005302
GPR63	NM_001143957
GPR68	NM_001177676
GPRASP2	NM_001004051
GPRC5A	NM_003979
GPRIN3	NM_198281
GPSM1	NM_001145638
GPT2	NM_001142466
GRAMD1A	NM_001136199
GRB10	NM_001001549
GRB2	NM_002086
GREB1L	NM_001142966
GREM2	NM_022469
GRHL1	NM_198182
GRID1	NM_017551
GRID2	NM_001286838
GRINA	NM_000837
GRK5	NM_005308
GRK6	NM_001004105
GRM3	NM_000840
GRPEL1	NM_025196
GRPEL2	NM_152407
GRSF1	NM_001098477
GRXCR2	NM_001080516
GSK3B	NM_001146156
GSN	NM_000177
GSPT1	NM_001130006
GSR	NM_000637
GSTA4	NM_001512
GSTK1	NM_001143679
GTDC1	NM_001006636
GTF2A1	NM_001278940
GTF2A2	NM_001320929
GTF2B	NM_001514
GTF2E2	NM_002095
GTF2F1	NM_002096
GTF2I	NM_001163636
GTF2IRD1	NM_001199207
GTF2IRD2	NM_001281447
GTF2IRD2B	NM_001003795
GTF3C2	NM_001035521
GTF3C3	NM_001206774
GTF3C5	NM_001122823
GTF3C6	NM_138408
GTPBP10	NM_001042717
GTPBP3	NM_001128855
GTSF1	NM_144594
GULP1	NM_001252668
GUSB	NM_000181
GXYLT1	NM_001099650
GXYLT2	NM_001080393
GYG1	NM_001184720
H2AFV	NM_012412
H3F3A	NM_002107
H3F3B	NM_005324
H6PD	NM_001282587
HACE1	NM_001321080
HADH	NM_001184705
HAP1	NM_001079870
HAT1	NM_003642
HAUS4	NM_001166269
HAUS5	NM_015302
HAUS6	NM_001270890
HAVCR2	NM_032782
HBEGF	NM_001945
HBS1L	NM_001145158
HCFC2	NM_013320
HDAC11	NM_001136041
HDAC2	NM_001527
HDDC2	NM_016063
HDHD2	NM_001318765
HEATR3	NM_182922
HEATR6	NM_022070
HEBP2	NM_014320
HECA	NM_016217
HECTD2	NM_001284274
HECW2	NM_001304840
HELB	NM_033647
HELLS	NM_001289067
HELZ	NM_001330447
HERC1	NM_003922
HERC4	NM_001278185
HERC5	NM_016323
HERC6	NM_001165136
HERPUD1	NM_001010989
HERPUD2	NM_022373
HES1	NM_005524
HEY1	NM_001040708
HEY2	NM_012259
HEYL	NM_014571
HGSNAT	NM_152419
HHAT	NM_001122834
HHEX	NM_002729
HIBADH	NM_152740
HIF1A	NM_001243084
HIF1AN	NM_017902
HIGD1A	NM_001099668
HINFP	NM_001243259
HINT1	NM_005340
HINT3	NM_138571
HIP1	NM_001243198
HIP1R	NM_001303097
HIPK3	NM_001048200
HIVEP2	NM_006734
HJURP	NM_001282962
HKR1	NM_001329761
HLA-A	NM_001242758
HLA-B	NM_005514
HLA-C	NM_001243042
HLA-E	NM_005516
HLA-F	NM_001098478
HLF	NM_002126
HLTF	NM_001318934
HLX	NM_021958
HM13	NM_030789
HMCN1	NM_031935
HMG20A	NM_001304504
HMGB1	NM_001313892
HMGB2	NM_001130688
HMGCR	NM_000859
HMGCS1	NM_001098272
HMGN1	NM_004965
HMGN3	NM_001201362
HMGN4	NM_006353
HMOX1	NM_002133
HNRNPA0	NM_006805
HNRNPA1L2	NM_001011724
HNRNPA3	NM_001330247
HNRNPC	NM_001077442
HNRNPD	NM_001003810
HNRNPF	NM_001098204
HNRNPH1	NM_001257293
HNRNPR	NM_001102397
HNRNPU	NM_004501
HOMER1	NM_001277077
HOMER2	NM_004839
HOMEZ	NM_020834
HOOK1	NM_015888
HOOK2	NM_001100176
HOXA1	NM_005522
HOXA13	NM_000522
HOXB9	NM_024017
HOXC13	NM_017410
HOXD1	NM_024501
HOXD13	NM_000523
HOXD8	NM_001199746
HPCAL1	NM_001258357
HPCAL4	NM_001282396
HPGD	NM_000860
HPS6	NM_024747
HPSE	NM_001098540
HRASLS	NM_020386
HRK	NM_003806
HS1BP3	NM_022460
HS3ST3A1	NM_006042
HS3ST3B1	NM_006041
HS6ST1	NM_004807
HSBP1	NM_001537
HSBP1L1	NM_001136180
HSD17B11	NM_016245
HSD17B12	NM_016142
HSD17B4	NM_000414
HSD17B7	NM_001304512
HSDL2	NM_001195822
HSF1	NM_005526
HSF2	NM_001135564
HSP90AB1	NM_001271969
HSP90B1	NM_003299
HSPA13	NM_006948
HSPA1B	NM_005346
HSPA2	NM_021979
HSPA4	NM_002154
HSPA4L	NM_001317381
HSPA6	NM_002155
HSPA8	NM_006597
HSPA9	NM_004134
HSPBP1	NM_001130106
HSPH1	NM_001286503
HTATIP2	NM_001098520
HTATSF1	NM_001163280
HTR7	NM_000872
HTRA3	NM_001297559
HTT	NM_002111
HUS1	NM_004507
HYOU1	NM_001130991
IAPP	NM_000415
IBTK	NM_001300906
ICA1	NM_001136020
ICA1L	NM_001288622
ICK	NM_014920
ICOSLG	NM_001283050
ID2	NM_002166
ID4	NM_001546
IDE	NM_001165946
IDH1	NM_001282386
IER3IP1	NM_016097
IER5	NM_016545
IER5L	NM_203434
IFI30	NM_006332
IFI6	NM_002038
IFIH1	NM_022168
IFIT5	NM_012420
IFITM2	NM_006435
IFNAR1	NM_000629
IFNGR1	NM_000416
IFT27	NM_001177701
IFT52	NM_001303458
IFT57	NM_018010
IFT81	NM_001143779
IFT88	NM_001318491
IGDCC4	NM_020962
IGF2R	NM_000876
IGFBP2	NM_000597
IGFBP5	NM_000599
IGFN1	NM_001164586
IGSF1	NM_001170961
IGSF3	NM_001007237
IGSF9B	NM_001277285
IKBKB	NM_001190720
IKZF3	NM_001257408
IL10RA	NM_001558
IL15RA	NM_001243539
IL17RA	NM_001289905
IL17RD	NM_001318864
IL17REL	NM_001001694
IL1RAP	NM_001167928
IL6R	NM_000565
IL6ST	NM_001190981
ILDR1	NM_001199799
ILDR2	NM_199351
ILF3	NM_001137673
ILKAP	NM_030768
IMPA1	NM_001144878
IMPA2	NM_014214
IMPACT	NM_018439
IMPAD1	NM_017813
IMPDH1	NM_000883
INA	NM_032727
INF2	NM_001031714
ING3	NM_019071
ING5	NM_001330161
INO80	NM_017553
INO80C	NM_001098817
INO80D	NM_017759
INPP1	NM_001128928
INPP4A	NM_001134224
INPP5B	NM_001297434
INSIG1	NM_001346592
INSIG2	NM_001321329
INSM1	NM_002196
INTS1	NM_001080453
INTS10	NM_001353510
INTS4	NM_033547
INTU	NM_015693
IP6K2	NM_001005909
IPO11	NM_001134779
IPO7	NM_006391
IPO8	NM_001190995
IPO9	NM_018085
IQCF3	NM_001085479
IQCJ-SCHIP1	NM_001197107
IQGAP1	NM_003870
IQUB	NM_001282855
IRAK1	NM_001025242
IRAK1BP1	NM_001010844
IRAK2	NM_001570
IRAK3	NM_001142523
IREB2	NM_001320941
IRF1	NM_002198
IRF2	NM_002199
IRF3	NM_001197122
IRF4	NM_001195286
IRF5	NM_001098627
IRF6	NM_001206696
IRF8	NM_002163
IRS2	NM_003749
IRX3	NM_024336
ISCA2	NM_001272007
ISG20	NM_001303233
ISL2	NM_145805
ISOC1	NM_016048
ISOC2	NM_001136201
ISY1	NM_001199469
ITCH	NM_001257137
ITGA2	NM_002203
ITGA5	NM_002205
ITGA6	NM_000210
ITGAV	NM_001144999
ITGB1	NM_002211
ITGB5	NM_001354764
ITM2B	NM_021999
ITM2C	NM_001012514
ITPA	NM_001267623
ITPK1	NM_001142593
ITPKB	NM_002221
ITPR2	NM_002223
ITPRIPL2	NM_001034841
ITSN2	NM_001348181
IVD	NM_001159508
IVNS1ABP	NM_006469
IWS1	NM_017969
JAG1	NM_000214
JAGN1	NM_032492
JAK1	NM_001320923
JAK2	NM_001322194
JAK3	NM_000215
JAKMIP2	NM_001270934
JARID2	NM_001267040
JMJD1C	NM_001282948
JMY	NM_152405
JUN	NM_002228
JUP	NM_001352773
KANK2	NM_001136191
KAT2B	NM_003884
KATNAL1	NM_001014380
KAZALD1	NM_001319303
KBTBD11	NM_014867
KBTBD12	NM_207335
KBTBD2	NM_015483
KBTBD3	NM_152433
KBTBD6	NM_152903
KBTBD7	NM_032138
KBTBD8	NM_032505
KCNA3	NM_002232
KCNAB1	NM_001308217
KCNB2	NM_004770
KCNG1	NM_002237
KCNG3	NM_133329
KCNJ2	NM_000891
KCNK1	NM_002245
KCNK5	NM_003740
KCNMB4	NM_014505
KCNN3	NM_001204087
KCNQ2	NM_004518
KCNQ4	NM_004700
KCNS3	NM_001282428
KCTD12	NM_138444
KCTD17	NM_001282684
KCTD18	NM_001321547
KCTD5	NM_018992
KCTD7	NM_001167961
KDM2A	NM_001256405
KDM3A	NM_001146688
KDM4A	NM_014663
KDM4B	NM_015015
KDM5B	NM_001314042
KDSR	NM_002035
KHDC1	NM_001251874
KHDRBS1	NM_001271878
KHDRBS3	NM_006558
KIAA0040	NM_001162893
KIAA0232	NM_001100590
KIAA0355	NM_014686
KIAA0513	NM_001286565
KIAA1147	NM_001080392
KIAA1324L	NM_001142749
KIAA1549	NM_001164665
KIAA1586	NM_001286274
KIAA1841	NM_001129993
KIAA1958	NM_001287036
KIDINS220	NM_001348729
KIF11	NM_004523
KIF13A	NM_001105566
KIF13B	NM_015254
KIF14	NM_001305792
KIF16B	NM_001199865
KIF18B	NM_001264573
KIF1A	NM_001244008
KIF1B	NM_015074
KIF20B	NM_001284259
KIF21A	NM_001173463
KIF23	NM_001281301
KIF26A	NM_015656
KIF26B	NM_018012
KIF2A	NM_001098511
KIF3A	NM_001300791
KIF3B	NM_004798
KIF3C	NM_002254
KIF5A	NM_004984
KIF5B	NM_004521
KIF6	NM_001289020
KIFAP3	NM_001204514
KIT	NM_000222
KITLG	NM_000899
KLF10	NM_001032282
KLF12	NM_007249
KLF13	NM_015995
KLF16	NM_031918
KLF2	NM_016270
KLF3	NM_016531
KLF4	NM_001314052
KLF5	NM_001286818
KLF6	NM_001160124
KLF7	NM_001270942
KLHDC1	NM_172193
KLHDC10	NM_014997
KLHDC4	NM_001184854
KLHL20	NM_014458
KLHL22	NM_032775
KLHL25	NM_022480
KLHL26	NM_018316
KLHL29	NM_052920
KLHL36	NM_001303451
KLHL5	NM_001007075
KLHL7	NM_001031710
KLHL8	NM_001292003
KLHL9	NM_018847
KLRG2	NM_198508
KPNA1	NM_002264
KPNA2	NM_001320611
KPNA3	NM_002267
KPNA4	NM_002268
KPNA5	NM_002269
KPNA6	NM_012316
KPNB1	NM_001276453
KPTN	NM_001291296
KRBA1	NM_001290187
KRCC1	NM_001304526
KREMEN2	NM_001253725
KRT18	NM_000224
KRT19	NM_002276
KRT8	NM_001256282
KRTCAP2	NM_173852
KRTDAP	NM_001244847
L3MBTL4	NM_001330559
LACTB	NM_001288585
LAMA1	NM_005559
LAMA3	NM_000227
LAMA4	NM_001105206
LAMB1	NM_002291
LAMP3	NM_014398
LANCL2	NM_018697
LAP3	NM_015907
LAPTM4A	NM_014713
LAPTM4B	NM_018407
LARP1B	NM_001278604
LARP4	NM_001170803
LARP6	NM_001286679
LARS	NM_001317964
LARS2	NM_015340
LASP1	NM_001271608
LATS1	NM_001270519
LBH	NM_030915
LBR	NM_002296
LCA5	NM_001122769
LCAT	NM_000229
LCLAT1	NM_001002257
LCMT1	NM_001032391
LCOR	NM_001170765
LCP1	NM_002298
LDB1	NM_001113407
LDHA	NM_001135239
LDHB	NM_001174097
LDHC	NM_002301
LDLR	NM_000527
LDLRAD3	NM_001304263
LDLRAP1	NM_015627
LEF1	NM_001130713
LEKR1	NM_001004316
LEMD2	NM_001143944
LEMD3	NM_001167614
LEO1	NM_001286430
LEPROT	NM_001198681
LETM1	NM_012318
LETM2	NM_001199659
LGALS3BP	NM_005567
LGI2	NM_018176
LGMN	NM_001008530
LGR4	NM_001346432
LGR5	NM_001277226
LGSN	NM_001143940
LHFPL2	NM_005779
LHFPL4	NM_198560
LHPP	NM_001167880
LHX1	NM_005568
LHX4	NM_033343
LIF	NM_001257135
LIG1	NM_000234
LIG3	NM_002311
LIMA1	NM_001113546
LIMCH1	NM_001112717
LIME1	NM_001305654
LIMK1	NM_001204426
LIN54	NM_001115007
LIN9	NM_001270409
LIPA	NM_000235
LIPG	NM_001308006
LLPH	NM_032338
LMAN1	NM_005570
LMAN2	NM_006816
